chr	start	end	name	strand	source	rank_peco	pve_peco
hs2	224461658	224467221	SCG2	-	H. sapiens	9435	4.04149098207629e-05
hs1	11751786	11785914	DRAXIN	+	H. sapiens	9436	4.04107816450727e-05
hs5	10679342	10761384	DAP	-	H. sapiens	9437	4.04027831452103e-05
hs4	78978724	79465423	FRAS1	+	H. sapiens	9438	4.03870511106463e-05
hs19	50380682	50392005	TBC1D17	+	H. sapiens	9439	4.03079095768755e-05
hs1	41086351	41131329	RIMS3	-	H. sapiens	9440	4.02738746739795e-05
hsX	77385245	77395203	TAF9B	-	H. sapiens	9441	4.02577921783109e-05
hs6	35420138	35434880	FANCE	+	H. sapiens	9442	4.02528936032098e-05
hs16	70695107	70719969	MTSS1L	-	H. sapiens	9443	4.02499154904534e-05
hs1	11333263	11356106	UBIAD1	+	H. sapiens	9444	4.01833205535551e-05
hs3	63996225	64009658	PSMD6	-	H. sapiens	9445	4.01636692012319e-05
hs12	119616447	119658936	HSPB8	+	H. sapiens	9446	4.01366109709089e-05
hs12	109554400	109706031	ACACB	+	H. sapiens	9447	4.01184667025989e-05
hs3	196594727	196661585	SENP5	+	H. sapiens	9448	4.00921017016387e-05
hs2	165349322	165478358	GRB14	-	H. sapiens	9449	4.00864469003448e-05
hs1	99127236	99226056	SNX7	+	H. sapiens	9450	4.00526919415167e-05
hs5	112196919	112205485	SRP19	+	H. sapiens	9451	4.00101600188663e-05
hs14	59100685	59115039	DACT1	+	H. sapiens	9452	3.99887185379422e-05
hs19	4324040	4342783	STAP2	-	H. sapiens	9453	3.99425971365774e-05
hs1	229728858	229761794	TAF5L	-	H. sapiens	9454	3.98697681471827e-05
hs1	193028552	193060907	TROVE2	+	H. sapiens	9455	3.98622830388717e-05
hs5	43444354	43483995	C5orf28	-	H. sapiens	9456	3.98452325192089e-05
hs20	48519928	48532080	SPATA2	-	H. sapiens	9457	3.98263482540573e-05
hs10	35535953	35860852	CCNY	+	H. sapiens	9458	3.98063864248677e-05
hs1	23345941	23410182	KDM1A	+	H. sapiens	9459	3.97939815759418e-05
hs14	73436159	73493920	ZFYVE1	-	H. sapiens	9460	3.97788916364217e-05
hs11	6416355	6440644	APBB1	-	H. sapiens	9461	3.97571091194093e-05
hs21	45748827	45759285	C21orf2	-	H. sapiens	9462	3.97216876699691e-05
hs1	29474255	29508499	SRSF4	-	H. sapiens	9463	3.96773630122471e-05
hs15	83685174	83736106	BTBD1	-	H. sapiens	9464	3.96546330345693e-05
hs16	49521435	49891830	ZNF423	-	H. sapiens	9465	3.96449569106672e-05
hs22	38093011	38172563	TRIOBP	+	H. sapiens	9466	3.96014751827822e-05
hs1	65210778	65298915	RAVER2	+	H. sapiens	9467	3.9588552408043e-05
hs6	42931608	42946958	PEX6	-	H. sapiens	9468	3.95609033518873e-05
hs2	219940039	220025587	NHEJ1	-	H. sapiens	9469	3.94185881995579e-05
hs9	88879461	88897676	ISCA1	-	H. sapiens	9470	3.93886959467737e-05
hs17	42154114	42201070	HDAC5	-	H. sapiens	9471	3.93680467489776e-05
hs16	30454952	30457502	SEPHS2	-	H. sapiens	9472	3.92949032490542e-05
hsX	100910267	100914876	ARMCX2	-	H. sapiens	9473	3.92667312945072e-05
hs2	203640690	203736708	ICA1L	-	H. sapiens	9474	3.9260203285818e-05
hs2	170386259	170430385	FASTKD1	-	H. sapiens	9475	3.91606468235217e-05
hs1	24122089	24127271	GALE	-	H. sapiens	9476	3.91244354469578e-05
hs1	76251879	76260764	RABGGTB	+	H. sapiens	9477	3.90955165677775e-05
hs5	68576002	68628636	CCDC125	-	H. sapiens	9478	3.90871093834955e-05
hs3	196662273	196669468	NCBP2	-	H. sapiens	9479	3.90333657444009e-05
hs20	43990577	44005438	SYS1	+	H. sapiens	9480	3.90253757664993e-05
hs6	116575336	116762424	DSE	+	H. sapiens	9481	3.89865680784363e-05
hs19	53970989	54006950	ZNF813	+	H. sapiens	9482	3.89776406400921e-05
hs8	38127215	38239790	WHSC1L1	-	H. sapiens	9483	3.89614083360357e-05
hs7	107220422	107269615	BCAP29	+	H. sapiens	9484	3.88694024783254e-05
hs17	67240452	67323385	ABCA5	-	H. sapiens	9485	3.88367638135545e-05
hs9	134452157	134615461	RAPGEF1	-	H. sapiens	9486	3.88196403314778e-05
hs1	200938520	200992828	KIF21B	-	H. sapiens	9487	3.88035703421385e-05
hs21	18884700	18965897	CXADR	+	H. sapiens	9488	3.87740007092852e-05
hs3	138724648	139076065	MRPS22	+	H. sapiens	9489	3.87559360776057e-05
hs12	7187513	7245203	C1R	-	H. sapiens	9490	3.87337765312967e-05
hs6	15523032	15663289	DTNBP1	-	H. sapiens	9491	3.87255948991472e-05
hs14	90421283	90511106	TDP1	+	H. sapiens	9492	3.87083441244496e-05
hs4	76404247	76439974	RCHY1	-	H. sapiens	9493	3.86958106282087e-05
hsX	78003206	78012591	LPAR4	+	H. sapiens	9494	3.86776499486929e-05
hs1	28296855	28415207	EYA3	-	H. sapiens	9495	3.86124157870649e-05
hs8	101521980	101572012	ANKRD46	-	H. sapiens	9496	3.85907213396042e-05
hs16	88636789	88698374	ZC3H18	+	H. sapiens	9497	3.85806558882429e-05
hs8	143845752	143859640	LYNX1	-	H. sapiens	9498	3.85726751059856e-05
hs1	33065773	33116504	ZBTB8OS	-	H. sapiens	9499	3.85416958844642e-05
hs1	153516089	153522612	S100A4	-	H. sapiens	9500	3.84716234674842e-05
hs7	86506222	86689015	KIAA1324L	-	H. sapiens	9501	3.84462835126831e-05
hs11	61640991	61659523	FADS3	-	H. sapiens	9502	3.84232117219829e-05
hs17	7362685	7387582	ZBTB4	-	H. sapiens	9503	3.8415327072161e-05
hs5	79922047	79950802	DHFR	-	H. sapiens	9504	3.834893035215e-05
hs1	94027347	94312706	BCAR3	-	H. sapiens	9505	3.8347334570199e-05
hs6	118228689	118638839	SLC35F1	+	H. sapiens	9506	3.83293132982798e-05
hs22	19744226	19771116	TBX1	+	H. sapiens	9507	3.83285250750154e-05
hs2	68350068	68384692	WDR92	-	H. sapiens	9508	3.83216603749847e-05
hs17	41843489	41856356	DUSP3	-	H. sapiens	9509	3.82787159487474e-05
hs2	102681004	102796334	IL1R1	+	H. sapiens	9510	3.82735636088594e-05
hs19	38104650	38183238	ZFP30	-	H. sapiens	9511	3.82518736800064e-05
hs13	36875775	36944317	SPG20	-	H. sapiens	9512	3.8248614781744e-05
hs21	35885440	35987441	RCAN1	-	H. sapiens	9513	3.82235514632123e-05
hs19	35417807	35436074	ZNF30	+	H. sapiens	9514	3.82038852668742e-05
hs17	33307513	33332083	LIG3	+	H. sapiens	9515	3.81899582078127e-05
hs6	32135989	32145873	AGPAT1	-	H. sapiens	9516	3.81805122041667e-05
hs2	179694484	179914813	CCDC141	-	H. sapiens	9517	3.81627542016538e-05
hs7	20174278	20257027	MACC1	-	H. sapiens	9518	3.81468852634903e-05
hs6	8413301	8435794	SLC35B3	-	H. sapiens	9519	3.81361422419069e-05
hs18	13663346	13726662	FAM210A	-	H. sapiens	9520	3.81072005205541e-05
hs16	89884587	89937727	SPIRE2	+	H. sapiens	9521	3.80591254491858e-05
hs15	69452923	69564556	GLCE	+	H. sapiens	9522	3.80381478907177e-05
hs18	13217497	13652754	LDLRAD4	+	H. sapiens	9523	3.80333480746176e-05
hs11	1773982	1785222	CTSD	-	H. sapiens	9524	3.8009755704449e-05
hs7	102937869	102969958	PMPCB	+	H. sapiens	9525	3.79754526466103e-05
hs5	55230923	55290821	IL6ST	-	H. sapiens	9526	3.79640686239968e-05
hs17	36921942	36956379	PIP4K2B	-	H. sapiens	9527	3.79533907600704e-05
hs3	15247659	15294425	CAPN7	+	H. sapiens	9528	3.79209530065872e-05
hs12	133066137	133161774	FBRSL1	+	H. sapiens	9529	3.79064099449433e-05
hs8	1922044	1955102	KBTBD11	+	H. sapiens	9530	3.78619146702563e-05
hs13	75858808	76056250	TBC1D4	-	H. sapiens	9531	3.78302137779007e-05
hs1	231041989	231114621	TTC13	-	H. sapiens	9532	3.78247105394802e-05
hs22	25202236	25323545	SGSM1	+	H. sapiens	9533	3.77723507070105e-05
hs9	130830480	130871524	SLC25A25	+	H. sapiens	9534	3.77313127466472e-05
hs17	59942731	60005377	INTS2	-	H. sapiens	9535	3.76620428816921e-05
hs1	40026488	40042462	PABPC4	-	H. sapiens	9536	3.76564411608271e-05
hs10	70748487	70776738	KIAA1279	+	H. sapiens	9537	3.76154015503394e-05
hs1	225674537	225840844	ENAH	-	H. sapiens	9538	3.76062482365658e-05
hs20	48120411	48184683	PTGIS	-	H. sapiens	9539	3.7589640463187e-05
hs21	27106881	27144771	GABPA	+	H. sapiens	9540	3.75880196334943e-05
hs17	37782993	37792879	PPP1R1B	+	H. sapiens	9541	3.75879982217331e-05
hs9	71394964	71398609	FAM122A	+	H. sapiens	9542	3.75753166965698e-05
hs6	89805678	89827800	SRSF12	-	H. sapiens	9543	3.75581854570317e-05
hs5	175792471	175828866	ARL10	+	H. sapiens	9544	3.75316879914767e-05
hsX	123509753	124097666	TENM1	-	H. sapiens	9545	3.74699766015896e-05
hs22	50946645	50961901	NCAPH2	+	H. sapiens	9546	3.74681887782558e-05
hs2	99613724	99771427	TSGA10	-	H. sapiens	9547	3.74623285275266e-05
hs1	18434240	18704977	IGSF21	+	H. sapiens	9548	3.74587823487316e-05
hs15	74701630	74726808	SEMA7A	-	H. sapiens	9549	3.74378352396842e-05
hs5	118604387	118735383	TNFAIP8	+	H. sapiens	9550	3.7361051816176e-05
hs22	30752624	30774647	CCDC157	+	H. sapiens	9551	3.73549743435397e-05
hs19	49223844	49243978	RASIP1	-	H. sapiens	9552	3.7334997928018e-05
hs1	198126093	198291550	NEK7	+	H. sapiens	9553	3.7320163212673e-05
hs5	68530668	68573250	CDK7	+	H. sapiens	9554	3.72397462835572e-05
hs15	78885394	78913637	CHRNA3	-	H. sapiens	9555	3.72212070862687e-05
hs5	179159851	179223512	MAML1	+	H. sapiens	9556	3.72046132622872e-05
hs19	9759330	9785776	ZNF562	-	H. sapiens	9557	3.7188903528107e-05
hs2	237073879	237077012	GBX2	-	H. sapiens	9558	3.71715097158276e-05
hs14	24734744	24740945	RABGGTA	-	H. sapiens	9559	3.71638834095744e-05
hs19	42502473	42573650	GRIK5	-	H. sapiens	9560	3.71554231515248e-05
hs9	130683158	130693076	PIP5KL1	-	H. sapiens	9561	3.71230163274117e-05
hs17	40731531	40762641	FAM134C	-	H. sapiens	9562	3.70998182621651e-05
hs2	70056774	70108528	GMCL1	+	H. sapiens	9563	3.70880550302211e-05
hs13	111530887	111567416	ANKRD10	-	H. sapiens	9564	3.70538985904334e-05
hs4	152023903	152246784	SH3D19	-	H. sapiens	9565	3.70342165002535e-05
hs6	7107830	7252213	RREB1	+	H. sapiens	9566	3.690693228664e-05
hs13	52342129	52378293	DHRS12	-	H. sapiens	9567	3.68740405071177e-05
hs1	169761670	169764107	METTL18	-	H. sapiens	9568	3.68260434183698e-05
hs1	211431719	211489727	RCOR3	+	H. sapiens	9569	3.68032595298162e-05
hs5	271736	353971	PDCD6	+	H. sapiens	9570	3.67798571421218e-05
hs2	175424300	175547644	WIPF1	-	H. sapiens	9571	3.67286444622472e-05
hs19	34663409	34720420	LSM14A	+	H. sapiens	9572	3.66999416425706e-05
hs2	120517207	120741394	PTPN4	+	H. sapiens	9573	3.66899579774538e-05
hs2	114195268	114253766	CBWD2	+	H. sapiens	9574	3.66181900360862e-05
hs6	34214157	34217247	C6orf1	-	H. sapiens	9575	3.65940354618566e-05
hs1	154554538	154600475	ADAR	-	H. sapiens	9576	3.65860127305995e-05
hs3	150458914	150481264	SIAH2	-	H. sapiens	9577	3.65668519781703e-05
hs8	50822349	51706678	SNTG1	+	H. sapiens	9578	3.65566237418014e-05
hs11	47185848	47198676	ARFGAP2	-	H. sapiens	9579	3.6534802291377e-05
hs10	125767184	125853206	CHST15	-	H. sapiens	9580	3.65158270904109e-05
hs10	72058729	72142382	LRRC20	-	H. sapiens	9581	3.65032412018573e-05
hs6	122764499	122792967	SERINC1	-	H. sapiens	9582	3.64220516108071e-05
hs3	18386879	18487080	SATB1	-	H. sapiens	9583	3.64181132123109e-05
hs1	110943871	110950564	LAMTOR5	-	H. sapiens	9584	3.64127841699924e-05
hs6	139224630	139309398	REPS1	-	H. sapiens	9585	3.64032432802475e-05
hs17	32582304	32584222	CCL2	+	H. sapiens	9586	3.6402793831769e-05
hs10	82104501	82127829	DYDC2	+	H. sapiens	9587	3.63967496609385e-05
hs6	153325594	153452384	RGS17	-	H. sapiens	9588	3.6392582714373e-05
hs22	38615298	38669040	TMEM184B	-	H. sapiens	9589	3.63811264294522e-05
hs2	20400558	20425194	SDC1	-	H. sapiens	9590	3.63781118895012e-05
hs1	53192126	53293014	ZYG11B	+	H. sapiens	9591	3.63758877763853e-05
hsY	15016019	15032390	DDX3Y	+	H. sapiens	9592	3.62960562040326e-05
hs22	44888452	44894178	LDOC1L	-	H. sapiens	9593	3.62515019004528e-05
hs11	27676440	27743605	BDNF	-	H. sapiens	9594	3.62243789383543e-05
hs2	113403434	113421404	SLC20A1	+	H. sapiens	9595	3.62228205149639e-05
hs15	43015757	43029324	CDAN1	-	H. sapiens	9596	3.62159372246929e-05
hs10	105062553	105110891	PCGF6	-	H. sapiens	9597	3.61637127298531e-05
hs11	30344598	30359774	ARL14EP	+	H. sapiens	9598	3.60503324310368e-05
hs2	46843555	46852881	CRIPT	+	H. sapiens	9599	3.60221943156436e-05
hs22	44395091	44568829	PARVB	+	H. sapiens	9600	3.59938575015262e-05
hs13	41763969	41768702	KBTBD7	-	H. sapiens	9601	3.5985511651293e-05
hs16	19421818	19510435	TMC5	+	H. sapiens	9602	3.59354601849882e-05
hs11	36295051	36310999	COMMD9	-	H. sapiens	9603	3.59274011184629e-05
hs4	17578815	17609595	LAP3	+	H. sapiens	9604	3.59253831772044e-05
hs7	6012870	6048756	PMS2	-	H. sapiens	9605	3.57688939038869e-05
hs6	31694815	31698394	DDAH2	-	H. sapiens	9606	3.57536245938483e-05
hs17	73521161	73571289	LLGL2	+	H. sapiens	9607	3.57364882060951e-05
hs9	35749203	35758572	RGP1	+	H. sapiens	9608	3.56838336191823e-05
hs12	76745577	76953589	OSBPL8	-	H. sapiens	9609	3.56725086413379e-05
hs2	96850597	96874563	STARD7	-	H. sapiens	9610	3.56522748869992e-05
hs7	138728266	138794465	ZC3HAV1	-	H. sapiens	9611	3.56066227092944e-05
hs2	120059801	120124404	C2orf76	-	H. sapiens	9612	3.55938438907355e-05
hs1	44457172	44497139	SLC6A9	-	H. sapiens	9613	3.55878304719726e-05
hs1	28052490	28089633	FAM76A	+	H. sapiens	9614	3.55688903053153e-05
hs8	10622473	10697394	PINX1	-	H. sapiens	9615	3.55234811716398e-05
hs1	57110995	57181008	PRKAA2	+	H. sapiens	9616	3.55186950107278e-05
hs2	27587219	27593353	EIF2B4	-	H. sapiens	9617	3.55035114126823e-05
hs6	142468367	142545826	VTA1	+	H. sapiens	9618	3.54894520763205e-05
hs2	20646835	20649200	RHOB	+	H. sapiens	9619	3.54518750450561e-05
hs20	62887094	62926855	PCMTD2	+	H. sapiens	9620	3.54431803119004e-05
hs12	58148881	58154190	MARCH9	+	H. sapiens	9621	3.5385266096033e-05
hs3	101442769	101489406	CEP97	+	H. sapiens	9622	3.53734822362561e-05
hs5	36606457	36688436	SLC1A3	+	H. sapiens	9623	3.53603322921225e-05
hs10	44051792	44070066	ZNF239	-	H. sapiens	9624	3.53374386137251e-05
hs7	73183328	73184600	CLDN3	-	H. sapiens	9625	3.53268522144123e-05
hsX	15337573	15353676	PIGA	-	H. sapiens	9626	3.53136197936976e-05
hsX	100264335	100307105	TRMT2B	-	H. sapiens	9627	3.52503091568535e-05
hs7	97736197	97838945	LMTK2	+	H. sapiens	9628	3.516205729448e-05
hs2	9346894	9545812	ASAP2	+	H. sapiens	9629	3.51502517479396e-05
hs17	26655352	26662515	IFT20	-	H. sapiens	9630	3.51494794841312e-05
hs11	94898704	94965705	SESN3	-	H. sapiens	9631	3.51455382586741e-05
hs9	26840683	26892802	CAAP1	-	H. sapiens	9632	3.51276109561427e-05
hs11	60691935	60704631	TMEM132A	+	H. sapiens	9633	3.50734944812858e-05
hs2	27650657	27665126	NRBP1	+	H. sapiens	9634	3.50604422140188e-05
hs1	52042851	52254889	OSBPL9	+	H. sapiens	9635	3.50442058525413e-05
hs12	15773092	16035263	EPS8	-	H. sapiens	9636	3.49971053321685e-05
hs12	122714111	122751068	VPS33A	-	H. sapiens	9637	3.49382168581824e-05
hs5	65222303	65378377	ERBB2IP	+	H. sapiens	9638	3.48924504075532e-05
hs17	79633394	79640934	CCDC137	+	H. sapiens	9639	3.48704812791478e-05
hs6	29909037	29913661	HLA-A	+	H. sapiens	9640	3.48693540395129e-05
hs1	43232940	43263968	C1orf50	+	H. sapiens	9641	3.48034881901826e-05
hs4	88896819	88904562	SPP1	+	H. sapiens	9642	3.46734743149613e-05
hs4	159630286	159644548	PPID	-	H. sapiens	9643	3.46137238371735e-05
hs10	120967101	121215131	GRK5	+	H. sapiens	9644	3.45820055661639e-05
hs1	42846466	42888249	RIMKLA	+	H. sapiens	9645	3.45647732925558e-05
hs2	101008327	101034118	CHST10	-	H. sapiens	9646	3.44213566570994e-05
hs6	123100620	123105219	FABP7	+	H. sapiens	9647	3.44067341059295e-05
hs14	24658349	24682679	TM9SF1	-	H. sapiens	9648	3.43886668295879e-05
hs16	57505863	57521239	DOK4	-	H. sapiens	9649	3.43833861550236e-05
hs11	62430287	62439727	C11orf48	-	H. sapiens	9650	3.43025188532797e-05
hs1	109512836	109584850	WDR47	-	H. sapiens	9651	3.4294668946e-05
hs3	25760435	25831530	NGLY1	-	H. sapiens	9652	3.42776039485848e-05
hs20	55204358	55214339	TFAP2C	+	H. sapiens	9653	3.42664273248472e-05
hs22	21771693	21805752	HIC2	+	H. sapiens	9654	3.42635517381895e-05
hs5	43526369	43557860	PAIP1	-	H. sapiens	9655	3.42522075120755e-05
hs5	171636644	171711075	UBTD2	-	H. sapiens	9656	3.42508099460126e-05
hs3	45123770	45187914	CDCP1	-	H. sapiens	9657	3.4215832997786e-05
hs15	101821715	101835487	SNRPA1	-	H. sapiens	9658	3.41330338728962e-05
hs4	128802016	128820350	PLK4	+	H. sapiens	9659	3.40553497194529e-05
hs3	9821544	9834695	TADA3	-	H. sapiens	9660	3.39578672177154e-05
hs3	136537489	136574734	SLC35G2	+	H. sapiens	9661	3.39105973479192e-05
hs9	37485932	37503694	POLR1E	+	H. sapiens	9662	3.39054895036606e-05
hs22	50624344	50638027	TRABD	+	H. sapiens	9663	3.38884287879315e-05
hs6	155054459	155155192	SCAF8	+	H. sapiens	9664	3.38567946881474e-05
hs7	87462883	87505672	SLC25A40	-	H. sapiens	9665	3.38289099898192e-05
hs18	71815746	71826197	TIMM21	+	H. sapiens	9666	3.3721342878934e-05
hs11	65543364	65548273	AP5B1	-	H. sapiens	9667	3.37071566873792e-05
hs3	15296360	15382875	SH3BP5	-	H. sapiens	9668	3.3665874479949e-05
hs14	89290497	89344335	TTC8	+	H. sapiens	9669	3.36653444508173e-05
hs7	117824086	117832878	NAA38	+	H. sapiens	9670	3.36427172250575e-05
hs20	33516236	33543620	GSS	-	H. sapiens	9671	3.36190200324049e-05
hs12	103230663	103352188	PAH	-	H. sapiens	9672	3.36119065160734e-05
hs6	56911347	56920023	KIAA1586	+	H. sapiens	9673	3.3606838328315e-05
hs9	78505560	78977255	PCSK5	+	H. sapiens	9674	3.36040365120915e-05
hs5	147405246	147516852	SPINK5	+	H. sapiens	9675	3.35980904785371e-05
hs17	42733762	42767676	C17orf104	+	H. sapiens	9676	3.35307575018984e-05
hs1	168053997	168106821	GPR161	-	H. sapiens	9677	3.34899195747473e-05
hs19	14198652	14201848	SAMD1	-	H. sapiens	9678	3.34841167685118e-05
hs8	86019382	86058311	LRRCC1	+	H. sapiens	9679	3.3448552476556e-05
hs15	70946893	71055932	UACA	-	H. sapiens	9680	3.34458541565441e-05
hs19	52074551	52092991	ZNF175	+	H. sapiens	9681	3.34336168260618e-05
hs18	2916992	3013313	LPIN2	-	H. sapiens	9682	3.32707561109258e-05
hs11	20385231	20405329	HTATIP2	+	H. sapiens	9683	3.3216077596987e-05
hs1	247263264	247267674	ZNF669	-	H. sapiens	9684	3.3203112554725e-05
hs15	41523037	41574043	CHP1	+	H. sapiens	9685	3.31629377429143e-05
hs19	3538259	3574288	MFSD12	-	H. sapiens	9686	3.31529731586455e-05
hs7	56131695	56148363	SUMF2	+	H. sapiens	9687	3.31023026532984e-05
hs12	121200313	121342174	SPPL3	-	H. sapiens	9688	3.30713887716216e-05
hs8	33228342	33330940	FUT10	-	H. sapiens	9689	3.30148916320994e-05
hs6	43274872	43337216	ZNF318	-	H. sapiens	9690	3.30053321442314e-05
hs19	19431490	19469563	MAU2	+	H. sapiens	9691	3.29496060912371e-05
hs6	43479565	43484728	YIPF3	-	H. sapiens	9692	3.28855821404295e-05
hs12	56598285	56615717	RNF41	-	H. sapiens	9693	3.28609889220788e-05
hs1	167905021	168045081	DCAF6	+	H. sapiens	9694	3.28500906026097e-05
hs14	23242431	23299029	SLC7A7	-	H. sapiens	9695	3.28487737419891e-05
hs3	51967446	51975957	RRP9	-	H. sapiens	9696	3.28470078247989e-05
hs7	24612887	24733812	MPP6	+	H. sapiens	9697	3.28333529939773e-05
hs14	94184644	94254827	PRIMA1	-	H. sapiens	9698	3.27763438411344e-05
hs12	113658855	113736390	TPCN1	+	H. sapiens	9699	3.27736790212141e-05
hs13	47345391	47371367	ESD	-	H. sapiens	9700	3.27610947159496e-05
hs5	70330784	70363516	GTF2H2	-	H. sapiens	9701	3.26801542669397e-05
hs5	172195093	172198198	DUSP1	-	H. sapiens	9702	3.26202014012678e-05
hs4	57276682	57277131	AC068620.1	+	H. sapiens	9703	3.25835171471889e-05
hs12	112597992	112819896	HECTD4	-	H. sapiens	9704	3.25756195703741e-05
hs13	45513384	45563618	NUFIP1	-	H. sapiens	9705	3.25225924785455e-05
hs16	20866247	20911706	DCUN1D3	-	H. sapiens	9706	3.25167384216396e-05
hs19	44126520	44143991	CADM4	-	H. sapiens	9707	3.24394499781056e-05
hs19	47222764	47250251	STRN4	-	H. sapiens	9708	3.23730303822822e-05
hs16	2289396	2302301	ECI1	-	H. sapiens	9709	3.2347541793265e-05
hs20	50400581	50419059	SALL4	-	H. sapiens	9710	3.23444057407363e-05
hs15	76507696	76603813	ETFA	-	H. sapiens	9711	3.2334508845322e-05
hs15	49619159	49913128	FAM227B	-	H. sapiens	9712	3.23309535681382e-05
hsX	118722300	118739858	NKRF	-	H. sapiens	9713	3.23291619559463e-05
hs10	124221041	124274424	HTRA1	+	H. sapiens	9714	3.23106093026437e-05
hs9	95858500	95875565	C9orf89	+	H. sapiens	9715	3.2290231523735e-05
hs5	167975500	168006605	PANK3	-	H. sapiens	9716	3.22897164785063e-05
hs1	247108849	247171395	ZNF695	-	H. sapiens	9717	3.22717365498493e-05
hs3	122785909	122944074	PDIA5	+	H. sapiens	9718	3.22562700039164e-05
hs4	119201193	119274158	PRSS12	-	H. sapiens	9719	3.21961267316651e-05
hs3	184428156	184429836	MAGEF1	-	H. sapiens	9720	3.21445914964746e-05
hs17	7760003	7788556	LSMD1	-	H. sapiens	9721	3.21202953332822e-05
hs3	4535032	4889524	ITPR1	+	H. sapiens	9722	3.20982221987398e-05
hs3	183852826	184402546	EIF2B5	+	H. sapiens	9723	3.2069252003053e-05
hs20	16710606	16722421	SNRPB2	+	H. sapiens	9724	3.20024841173883e-05
hs20	35518632	35580246	SAMHD1	-	H. sapiens	9725	3.19882674851835e-05
hs2	71357444	71377231	MPHOSPH10	+	H. sapiens	9726	3.19514550672917e-05
hs2	97525453	97536494	SEMA4C	-	H. sapiens	9727	3.19464634215283e-05
hs22	21333751	21353327	LZTR1	+	H. sapiens	9728	3.1938774003093e-05
hs14	51955818	52197445	FRMD6	+	H. sapiens	9729	3.19093611170773e-05
hs6	30152232	30181204	TRIM26	-	H. sapiens	9730	3.1849950929197e-05
hs14	45431411	45543634	FAM179B	+	H. sapiens	9731	3.18439999867914e-05
hs20	44034697	44039250	DBNDD2	+	H. sapiens	9732	3.18220814060632e-05
hs19	44472014	44502477	ZNF155	+	H. sapiens	9733	3.17910324905135e-05
hs16	4658884	4665028	UBALD1	-	H. sapiens	9734	3.17149358259883e-05
hs22	39378352	39388809	APOBEC3B	+	H. sapiens	9735	3.1706936196807e-05
hs17	40177594	40217383	ZNF385C	-	H. sapiens	9736	3.16894436583892e-05
hs6	24797601	25042238	FAM65B	-	H. sapiens	9737	3.16832674180922e-05
hs2	216225163	216300895	FN1	-	H. sapiens	9738	3.16276651523006e-05
hs2	48756522	48826025	STON1	+	H. sapiens	9739	3.16045249334485e-05
hs1	31342314	31381608	SDC3	-	H. sapiens	9740	3.15774910978339e-05
hs12	66696325	66737423	HELB	+	H. sapiens	9741	3.15358431489665e-05
hs1	186280784	186344825	TPR	-	H. sapiens	9742	3.15347554527001e-05
hs10	11784365	11806069	ECHDC3	+	H. sapiens	9743	3.15192724000823e-05
hs13	50018429	50069138	SETDB2	+	H. sapiens	9744	3.1486665074798e-05
hs19	50970042	50980010	FAM71E1	-	H. sapiens	9745	3.14790348685534e-05
hs15	83654959	83659809	FAM103A1	+	H. sapiens	9746	3.14493758774015e-05
hs22	44319619	44360368	PNPLA3	+	H. sapiens	9747	3.14284068415605e-05
hs6	41604620	41621984	MDFI	+	H. sapiens	9748	3.14228076746526e-05
hs9	32455300	32526322	DDX58	-	H. sapiens	9749	3.14090596470473e-05
hs17	55162453	55198710	AKAP1	+	H. sapiens	9750	3.13708702596172e-05
hs17	73496342	73511664	CASKIN2	-	H. sapiens	9751	3.13655350940856e-05
hs5	61601989	61833076	KIF2A	+	H. sapiens	9752	3.13226787420628e-05
hs7	123321989	123389121	WASL	-	H. sapiens	9753	3.13172196666489e-05
